   ao  aq   cc   cs   da   dd  de di   dn  dp   dt fa fc   fd  fe  fg   fh fi  fp   fs fx  fz i nc    np   nu  ot p0   pd  pe pi  pn pp  pr   pt  px rg   rn  sp    un va  vm   vs   w z zm zp zu
pe 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    1   0  0    0   0     0  0   0    0    0 0 0  0  0 
pi 0   3    0    0    0    0   0  238  0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 1     3    0   0  0    0   0  309 0  0   1    0   0  13   0   0     0  0   3    0    0 0 0  0  0 
pn 0   1    0    0    0    0   0  0    47  0    0  0  0    0   0   0    0  0   0    0  0   0  0 5     0    0   0  0    0   0  1   30 0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
pp 0   5    0    0    169  0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 5     5    0   0  52   0   0  0   0  848 0    0   0  23   0   0     0  0   4    0    0 0 0  0  0 
pr 0   2    0    56   0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 2     0    0   0  0    0   0  0   0  0   1598 0   0  2    0   0     0  0   1    0    0 0 0  0  0 
pt 0   2    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   1    127 0  0    0   0     0  0   2    0    0 0 0  0  0 
px 0   1    0    0    0    0   0  0    0   1    0  0  0    0   0   0    0  0   0    0  0   0  0 9     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   9    0    0 0 0  0  0 
rg 0   292  21   9    1    0   0  2    1   0    0  0  0    0   0   0    0  0   0    0  0   0  0 48    32   4   0  0    0   0  16  0  0   0    0   0  2866 23  16    0  0   204  0    0 0 0  0  0 
rn 0   2    1    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  2    799 0     0  0   2    0    0 0 0  0  0 
sp 0   41   0    49   0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 11    0    0   0  0    0   0  0   0  0   0    0   0  4    0   13509 0  0   31   0    0 0 0  0  0 
un 0   7    0    2    0    0   0  0    0   0    0  0  0    0   16  1    0  0   2    0  0   1  0 8     13   4   0  0    0   0  0   0  0   0    1   0  1    0   1     1  0   11   0    0 0 0  0  0 
va 0   4    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 1     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  828 20   0    0 0 0  0  0 
vm 0   494  0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 393   167  8   0  0    0   0  0   0  0   0    0   0  0    0   1     0  1   8315 9    0 0 0  0  0 
vs 0   6    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 1     3    0   0  0    0   0  0   0  0   0    0   0  6    0   0     0  0   12   1405 0 0 0  0  0 
w  0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
z  0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
zm 0   3    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 8     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 48 0  0 
zp 0   2    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 67    0    4   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  9  0 
zu 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
