   ao  aq   cc   cs   da   dd  de di   dn  dp   dt fa fc   fd  fe  fg   fh fi  fp   fs fx  fz i nc    np   nu  ot p0   pd  pe pi  pn pp  pr   pt  px rg   rn  sp    un va  vm   vs   w z zm zp zu
fz 0   1    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   7  0 4     0    4   0  0    0   0  0   0  0   0    0   0  0    0   2     0  0   0    0    0 0 0  0  0 
i  0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
nc 12  388  1    0    1    2   0  4    9   0    0  0  0    0   0   0    0  0   0    0  0   0  0 16571 111  2   0  0    0   0  2   5  2   0    0   0  19   0   10    1  0   331  17   0 0 2  0  0 
np 0   19   1    0    0    1   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 245   3065 0   0  0    1   0  0   0  1   0    0   0  0    0   3     0  0   59   0    0 0 0  0  0 
nu 0   14   0    0    0    0   0  0    3   0    0  0  0    0   0   0    0  0   0    0  0   0  0 94    3    261 0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   19   0    0 0 0  0  0 
ot 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
p0 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  1039 0   0  0   0  34  0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
pd 0   0    0    0    0    16  0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 3     0    0   0  0    172 0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
pe 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    1   0  0    0   0     0  0   0    0    0 0 0  0  0 
pi 0   2    0    0    0    0   0  252  0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 1     0    0   0  0    0   0  302 0  0   1    0   0  13   0   0     0  0   0    0    0 0 0  0  0 
pn 0   1    0    0    0    0   0  0    51  0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  1   31 0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
pp 0   1    0    0    191  0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  61   0   0  0   0  835 0    0   0  23   0   0     0  0   0    0    0 0 0  0  0 
pr 0   0    0    89   0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   1568 0   0  3    0   0     1  0   0    0    0 0 0  0  0 
pt 0   1    0    0    0    0   0  0    0   0    3  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   1    127 0  0    0   0     0  0   0    0    0 0 0  0  0 
px 0   1    0    0    0    0   0  0    0   3    0  0  0    0   0   0    0  0   0    0  0   0  0 3     0    0   0  0    0   0  0   0  0   0    0   10 0    0   0     0  0   3    0    0 0 0  0  0 
rg 0   151  21   12   0    0   0  2    3   0    0  0  0    0   0   0    0  0   0    0  0   0  0 38    3    0   0  0    0   0  16  0  0   0    0   0  3175 23  17    0  0   73   1    0 0 0  0  0 
rn 0   0    3    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  3    799 0     0  0   1    0    0 0 0  0  0 
sp 0   16   0    52   0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 5     0    0   0  0    0   0  0   0  0   0    0   0  4    0   13557 0  0   11   0    0 0 0  0  0 
un 0   10   0    2    0    0   0  0    0   0    0  0  0    0   16  1    0  0   2    0  0   1  0 11    10   0   0  0    0   0  0   0  0   0    1   0  1    0   1     5  0   8    0    0 0 0  0  0 
va 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  843 10   0    0 0 0  0  0 
vm 0   368  0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 251   110  0   0  0    0   0  0   0  0   0    0   0  0    0   1     0  1   8649 8    0 0 0  0  0 
vs 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 1     2    0   0  0    0   0  0   0  0   0    0   0  6    0   0     0  0   3    1421 0 0 0  0  0 
w  0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
z  0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
zm 0   2    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 1     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 56 0  0 
zp 0   1    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 55    0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  26 0 
zu 0   0    0    0    0    0   0  0    0   0    0  0  0    0   0   0    0  0   0    0  0   0  0 0     0    0   0  0    0   0  0   0  0   0    0   0  0    0   0     0  0   0    0    0 0 0  0  0 
